snapshot_id,webcam_id,label_source,label_value,target_label,split,image_path_or_url,phase,captured_at,rating_count,source
119510,29051458,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29051458/1785514570295.jpg,sunset,2026-07-31 16:16:11.068853+00:00,0,webcam
119511,27075159,gold,1.0,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27075159/1785514570978.jpg,sunset,2026-07-31 16:16:11.340956+00:00,0,webcam
119512,29051458,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29051458/1785515465605.jpg,sunset,2026-07-31 16:31:06.311077+00:00,0,webcam
119513,2926965,gold,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2926965/1785515465967.jpg,sunset,2026-07-31 16:31:06.505357+00:00,0,webcam
119514,27075159,gold,1.0,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27075159/1785515465984.jpg,sunset,2026-07-31 16:31:06.601925+00:00,0,webcam
119515,332,gold,0.5,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/332/1785515468680.jpg,sunset,2026-07-31 16:31:09.012020+00:00,0,webcam
119516,331,gold,0.25,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/331/1785515468860.jpg,sunset,2026-07-31 16:31:09.157225+00:00,0,webcam
119517,2921342,gold,0.5,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1785516357328.jpg,sunset,2026-07-31 16:45:58.350845+00:00,0,webcam
119518,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785516364513.jpg,sunset,2026-07-31 16:46:05.073597+00:00,0,webcam
119519,332,gold,0.75,1,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/332/1785516369389.jpg,sunset,2026-07-31 16:46:10.040785+00:00,0,webcam
119520,2921342,gold,0.75,1,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1785517309088.jpg,sunset,2026-07-31 17:01:49.465983+00:00,0,webcam
119521,13233845,gold,0.25,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13233845/1785517308237.jpg,sunset,2026-07-31 17:01:49.661394+00:00,0,webcam
119522,13611,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13611/1785517315562.jpg,sunset,2026-07-31 17:01:55.968386+00:00,0,webcam
119523,12512251,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12512251/1785518163488.jpg,sunset,2026-07-31 17:16:04.019945+00:00,0,webcam
119524,13611,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13611/1785518162726.jpg,sunset,2026-07-31 17:16:04.064765+00:00,0,webcam
119525,1243680,gold,0.25,0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1243680/1785519967229.jpg,sunset,2026-07-31 17:46:07.632100+00:00,0,webcam
119526,13611,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13611/1785520917301.jpg,sunset,2026-07-31 18:01:57.802641+00:00,0,webcam
119527,29039291,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29039291/1785520921438.jpg,sunset,2026-07-31 18:02:01.812930+00:00,0,webcam
119528,106964,gold,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/106964/1785521759429.jpg,sunset,2026-07-31 18:16:00.358896+00:00,0,webcam
119529,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785521766370.jpg,sunset,2026-07-31 18:16:07.350210+00:00,0,webcam
119530,15569,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15569/1785521766724.jpg,sunset,2026-07-31 18:16:07.767070+00:00,0,webcam
119531,29161130,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29161130/1785521772498.jpg,sunset,2026-07-31 18:16:13.015909+00:00,0,webcam
119532,29039291,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29039291/1785522721855.jpg,sunset,2026-07-31 18:32:02.292286+00:00,0,webcam
119533,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785523566349.jpg,sunset,2026-07-31 18:46:07.351214+00:00,0,webcam
119534,18487,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/18487/1785523571275.jpg,sunset,2026-07-31 18:46:11.730306+00:00,0,webcam
119535,1015,gold,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1015/1785524460053.jpg,sunset,2026-07-31 19:01:00.709239+00:00,0,webcam
119536,3703,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3703/1785524463166.jpg,sunset,2026-07-31 19:01:03.812345+00:00,0,webcam
119537,387,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/387/1785524479672.jpg,sunset,2026-07-31 19:01:20.672767+00:00,0,webcam
119538,18487,gold,0.25,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/18487/1785524480569.jpg,sunset,2026-07-31 19:01:20.912511+00:00,0,webcam
119539,11740917,gold,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11740917/1785524480585.jpg,sunset,2026-07-31 19:01:21.052595+00:00,0,webcam
119540,28796076,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796076/1785524482106.jpg,sunset,2026-07-31 19:01:22.426929+00:00,0,webcam
119541,18487,gold,0.25,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/18487/1785525368249.jpg,sunset,2026-07-31 19:16:08.774169+00:00,0,webcam
119542,28796076,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796076/1785525369567.jpg,sunset,2026-07-31 19:16:09.920767+00:00,0,webcam
119543,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785526272552.jpg,sunset,2026-07-31 19:31:12.923551+00:00,0,webcam
119544,28796076,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796076/1785526288429.jpg,sunset,2026-07-31 19:31:28.833016+00:00,0,webcam
119545,29163984,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29163984/1785527160388.jpg,sunset,2026-07-31 19:46:00.789810+00:00,0,webcam
119546,29163984,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29163984/1785528110793.jpg,sunset,2026-07-31 20:01:51.211731+00:00,0,webcam
119547,29038768,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29038768/1785528130750.jpg,sunset,2026-07-31 20:02:11.167806+00:00,0,webcam
119548,449,gold,0.25,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/449/1785528132117.jpg,sunset,2026-07-31 20:02:12.441711+00:00,0,webcam
119549,29167096,gold,0.0,0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29167096/1785528139895.jpg,sunset,2026-07-31 20:02:20.341110+00:00,0,webcam
119550,2328,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2328/1785528961273.jpg,sunset,2026-07-31 20:16:01.799497+00:00,0,webcam
119551,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785528970452.jpg,sunset,2026-07-31 20:16:10.903649+00:00,0,webcam
119552,12512251,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12512251/1785528970577.jpg,sunset,2026-07-31 20:16:10.932329+00:00,0,webcam
119553,29038768,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29038768/1785528979055.jpg,sunset,2026-07-31 20:16:19.714227+00:00,0,webcam
119554,772735,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/772735/1785529857035.jpg,sunset,2026-07-31 20:30:57.968319+00:00,0,webcam
119555,29163969,gold,0.0,0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29163969/1785529861000.jpg,sunset,2026-07-31 20:31:01.419958+00:00,0,webcam
119556,3524059,gold,0.5,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3524059/1785529885301.jpg,sunset,2026-07-31 20:31:26.060055+00:00,0,webcam
119557,29162733,gold,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29162733/1785529888538.jpg,sunset,2026-07-31 20:31:28.918940+00:00,0,webcam
119558,4842,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4842/1785530758706.jpg,sunset,2026-07-31 20:45:59.480873+00:00,0,webcam
119559,2937958,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2937958/1785530782003.jpg,sunset,2026-07-31 20:46:22.367637+00:00,0,webcam
119560,29163873,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29163873/1785531714597.jpg,sunset,2026-07-31 21:01:55.018305+00:00,0,webcam
119561,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785531723356.jpg,sunset,2026-07-31 21:02:04.191764+00:00,0,webcam
119562,931,gold,1.0,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/931/1785531736241.jpg,sunset,2026-07-31 21:02:17.100109+00:00,0,webcam
119563,2937958,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2937958/1785531736957.jpg,sunset,2026-07-31 21:02:17.390809+00:00,0,webcam
119564,3459,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3459/1785531739217.jpg,sunset,2026-07-31 21:02:19.959448+00:00,0,webcam
119565,3741,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3741/1785532560550.jpg,sunset,2026-07-31 21:16:01.313710+00:00,0,webcam
119566,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785532566090.jpg,sunset,2026-07-31 21:16:06.706912+00:00,0,webcam
119567,3203023,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3203023/1785532573660.jpg,sunset,2026-07-31 21:16:14.284210+00:00,0,webcam
119568,4768429,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4768429/1785532581982.jpg,sunset,2026-07-31 21:16:22.280600+00:00,0,webcam
119569,4842,gold,0.25,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4842/1785533456906.jpg,sunset,2026-07-31 21:30:57.285067+00:00,0,webcam
119572,3203023,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3203023/1785533471862.jpg,sunset,2026-07-31 21:31:12.369014+00:00,0,webcam
119570,3963339,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3963339/1785533456646.jpg,sunset,2026-07-31 21:30:57.291110+00:00,0,webcam
119571,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785533465851.jpg,sunset,2026-07-31 21:31:06.209161+00:00,0,webcam
119573,19678,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/19678/1785533477027.jpg,sunset,2026-07-31 21:31:17.335810+00:00,0,webcam
119574,931,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/931/1785533480724.jpg,sunset,2026-07-31 21:31:21.059343+00:00,0,webcam
119575,3170470,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3170470/1785533483429.jpg,sunset,2026-07-31 21:31:24.148725+00:00,0,webcam
119576,3963339,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3963339/1785534358710.jpg,sunset,2026-07-31 21:45:59.084419+00:00,0,webcam
119578,13588772,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13588772/1785534361350.jpg,sunset,2026-07-31 21:46:02.186118+00:00,0,webcam
119579,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785534363554.jpg,sunset,2026-07-31 21:46:03.881483+00:00,0,webcam
119580,29160763,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29160763/1785534366337.jpg,sunset,2026-07-31 21:46:06.990731+00:00,0,webcam
119577,4842,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4842/1785534358756.jpg,sunset,2026-07-31 21:45:59.147462+00:00,0,webcam
119581,3203023,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3203023/1785534366764.jpg,sunset,2026-07-31 21:46:07.063666+00:00,0,webcam
119582,931,gold,0.25,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/931/1785534371251.jpg,sunset,2026-07-31 21:46:11.861338+00:00,0,webcam
119583,4842,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4842/1785535316773.jpg,sunset,2026-07-31 22:01:57.539346+00:00,0,webcam
119584,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785535321492.jpg,sunset,2026-07-31 22:02:02.030230+00:00,0,webcam
119585,29160763,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29160763/1785535326071.jpg,sunset,2026-07-31 22:02:06.776745+00:00,0,webcam
119586,3203023,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3203023/1785535326989.jpg,sunset,2026-07-31 22:02:07.311865+00:00,0,webcam
119587,4910,gold,0.5,0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4910/1785535333252.jpg,sunset,2026-07-31 22:02:13.780895+00:00,0,webcam
119588,8750142,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8750142/1785535332787.jpg,sunset,2026-07-31 22:02:13.792881+00:00,0,webcam
119589,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785536160374.jpg,sunset,2026-07-31 22:16:00.808905+00:00,0,webcam
119590,29160763,gold,0.25,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29160763/1785536167794.jpg,sunset,2026-07-31 22:16:08.491929+00:00,0,webcam
119591,3203023,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3203023/1785536168171.jpg,sunset,2026-07-31 22:16:08.609222+00:00,0,webcam
119592,29161826,gold,0.0,0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29161826/1785536169971.jpg,sunset,2026-07-31 22:16:10.299694+00:00,0,webcam
119593,19678,gold,0.25,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/19678/1785536170089.jpg,sunset,2026-07-31 22:16:10.407475+00:00,0,webcam
119594,2412333,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2412333/1785536170549.jpg,sunset,2026-07-31 22:16:11.196036+00:00,0,webcam
119595,6622,gold,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6622/1785536174414.jpg,sunset,2026-07-31 22:16:14.772711+00:00,0,webcam
119596,7942,gold,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7942/1785537058177.jpg,sunset,2026-07-31 22:30:58.698580+00:00,0,webcam
119597,13045,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1785537063273.jpg,sunset,2026-07-31 22:31:03.690044+00:00,0,webcam
119598,363,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/363/1785537068053.jpg,sunset,2026-07-31 22:31:08.542337+00:00,0,webcam
119599,29160763,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29160763/1785537072121.jpg,sunset,2026-07-31 22:31:12.502463+00:00,0,webcam
119600,7942,gold,0.25,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7942/1785537955778.jpg,sunset,2026-07-31 22:45:56.804535+00:00,0,webcam
119601,3203023,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3203023/1785537962420.jpg,sunset,2026-07-31 22:46:03.028215+00:00,0,webcam
119602,363,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/363/1785537964319.jpg,sunset,2026-07-31 22:46:04.747205+00:00,0,webcam
119603,19678,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/19678/1785537964517.jpg,sunset,2026-07-31 22:46:04.918787+00:00,0,webcam
119604,10503,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10503/1785538914522.jpg,sunset,2026-07-31 23:01:55.119236+00:00,0,webcam
119605,3203023,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3203023/1785538919174.jpg,sunset,2026-07-31 23:01:59.592690+00:00,0,webcam
119606,5134693,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5134693/1785538921110.jpg,sunset,2026-07-31 23:02:01.405040+00:00,0,webcam
119607,363,gold,1.0,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/363/1785538922315.jpg,sunset,2026-07-31 23:02:03.005083+00:00,0,webcam
119608,19678,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/19678/1785538922927.jpg,sunset,2026-07-31 23:02:03.234077+00:00,0,webcam
119609,6373,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6373/1785538925632.jpg,sunset,2026-07-31 23:02:06.160865+00:00,0,webcam
119610,10503,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10503/1785539756630.jpg,sunset,2026-07-31 23:15:56.967074+00:00,0,webcam
119611,9766160,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9766160/1785539762237.jpg,sunset,2026-07-31 23:16:02.602037+00:00,0,webcam
119612,24229524,gold,0.0,0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/24229524/1785539766634.jpg,sunset,2026-07-31 23:16:07.240678+00:00,0,webcam
119613,8523,gold,0.0,0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8523/1785540666499.jpg,sunset,2026-07-31 23:31:07.041024+00:00,0,webcam
119614,598510,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/598510/1785541563906.jpg,sunset,2026-07-31 23:46:04.860418+00:00,0,webcam
119615,3309600,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3309600/1785541564082.jpg,sunset,2026-07-31 23:46:05.038962+00:00,0,webcam
119492,2921342,gold,0.5,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1785508256132.jpg,sunset,2026-07-31 14:30:56.973012+00:00,0,webcam
119493,10503,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10503/1785508262520.jpg,sunset,2026-07-31 14:31:02.895818+00:00,0,webcam
119616,4752639,gold,0.5,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4752639/1785542516619.jpg,sunset,2026-08-01 00:01:57.862957+00:00,0,webcam
119617,10149176,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10149176/1785542523223.jpg,sunset,2026-08-01 00:02:03.589033+00:00,0,webcam
119618,3309600,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3309600/1785542524427.jpg,sunset,2026-08-01 00:02:05.043037+00:00,0,webcam
119620,24736019,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/24736019/1785545165596.jpg,sunset,2026-08-01 00:46:06.831919+00:00,0,webcam
119494,2921342,gold,0.5,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1785509156359.jpg,sunset,2026-07-31 14:45:57.857875+00:00,0,webcam
119495,10503,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10503/1785509161194.jpg,sunset,2026-07-31 14:46:01.775863+00:00,0,webcam
119496,6156909,gold,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6156909/1785509161342.jpg,sunset,2026-07-31 14:46:01.843715+00:00,0,webcam
105383,2885722,gold,0.25,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2885722/1781612169093.jpg,sunset,2026-06-16 12:16:10.008659+00:00,0,webcam
105716,2885722,gold,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2885722/1781703962173.jpg,sunset,2026-06-17 13:46:02.526299+00:00,0,webcam
119621,3168181,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3168181/1785545165973.jpg,sunset,2026-08-01 00:46:06.876550+00:00,0,webcam
103364,12586,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1781409615140.jpg,sunset,2026-06-14 04:00:15.490579+00:00,0,webcam
106104,2885722,gold,0.0,0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2885722/1781816460493.jpg,sunset,2026-06-18 21:01:00.812816+00:00,0,webcam
108775,12586,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1782555372166.jpg,sunset,2026-06-27 10:16:12.608854+00:00,0,webcam
105068,12586,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1781517656602.jpg,sunset,2026-06-15 10:00:57.071353+00:00,0,webcam
110621,12586,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1783073769679.jpg,sunset,2026-07-03 10:16:10.117240+00:00,0,webcam
102559,12586,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1781324134873.jpg,sunset,2026-06-13 04:15:35.206379+00:00,0,webcam
119622,16041375,gold,0.75,1,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16041375/1785545167209.jpg,sunset,2026-08-01 00:46:08.091792+00:00,0,webcam
107235,12586,gold,0.0,0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1782123369603.jpg,sunset,2026-06-22 10:16:10.834409+00:00,0,webcam
111145,5358806,gold,0.5,0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5358806/1783220467418.jpg,sunset,2026-07-05 03:01:08.254273+00:00,0,webcam
