record_id,source_table,webcam_id,image_url,llm_quality,llm_is_sunset,llm_is_sunrise,llm_confidence,llm_has_clouds,llm_color_palette,llm_obstruction,llm_time_of_day,llm_sky_coverage,llm_rating_explanation,llm_model,llm_provider,rated_at,human_calculated_rating,human_rating_count
66568,webcam,2926564,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2926564/1770177199707.jpg,0.35,True,False,0.75,True,Muted gray and pale yellow with hints of orange near horizon,,twilight,full,Overcast conditions with only subtle warm tones breaking through the heavy cloud cover near the horizon.,claude-sonnet-4-5,anthropic,2026-05-07T06:38:11.966450+00:00,1.00,1
66569,webcam,4520535,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4520535/1770177210846.jpg,0.35,True,True,0.7,True,"pale gray, soft white, muted pastels",,twilight,full,"Subtle twilight colors with overcast conditions limiting vibrant hues, though some soft illumination is present in the clouds.",claude-sonnet-4-5,anthropic,2026-05-07T06:38:16.998458+00:00,2.00,1
66570,webcam,2926257,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2926257/1770177217659.jpg,0.45,True,True,0.75,True,"Soft peach, pale orange, and light blue-gray",,golden_hour,mostly,"Gentle pastel colors with modest orange glow and some cloud interest, but lacks dramatic intensity or vivid saturation.",claude-sonnet-4-5,anthropic,2026-05-07T06:38:25.906554+00:00,4.00,1
66571,webcam,153,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/153/1770177219043.jpg,0.45,True,True,0.75,False,golden yellow and orange gradient fading to dark blue-gray,,twilight,full,Moderate golden glow on horizon with clear gradient but lacking dramatic clouds or vivid colors for a higher rating.,claude-sonnet-4-5,anthropic,2026-05-07T06:38:31.733565+00:00,5.00,1
66572,webcam,10067720,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10067720/1770177225688.jpg,0.45,True,True,0.75,False,"soft pink, peach, and pale blue gradient",,golden_hour,full,Gentle pastel colors with a clear gradient but lacking dramatic clouds or vivid saturation for a higher rating.,claude-sonnet-4-5,anthropic,2026-05-07T06:38:36.340041+00:00,5.00,1
66573,webcam,2978042,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2978042/1770177234539.jpg,0.0,False,False,0.95,False,"overcast gray, muted greens",,day,partial,Overcast daytime conditions with no visible sunset or sunrise colors in the sky.,claude-sonnet-4-5,anthropic,2026-05-07T06:38:40.796317+00:00,1.00,1
66574,webcam,331,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/331/1770177237926.jpg,0.45,True,False,0.75,False,Pale blue transitioning to soft peach and orange near horizon,fog,twilight,full,Moderate sunset colors visible through fog/haze with gentle gradient but lacking dramatic clouds or vivid saturation.,claude-sonnet-4-5,anthropic,2026-05-07T06:38:45.754198+00:00,3.00,1
66575,webcam,536,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/536/1770177244045.jpg,0.55,True,False,0.75,True,"Soft orange, pink, and purple hues with gray-blue clouds",building,twilight,mostly,"Moderate sunset colors visible through clouds with decent orange and purple tones, though partially obscured by the elevated building structure in the foreground.",claude-sonnet-4-5,anthropic,2026-05-07T06:38:51.804752+00:00,5.00,1
66576,webcam,8223042,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8223042/1770178352991.jpg,0.45,True,False,0.75,False,soft pink and purple hues with muted orange tones,,twilight,full,Gentle pastel colors visible in the sky but lacking dramatic intensity or vivid saturation typical of higher quality sunsets.,claude-sonnet-4-5,anthropic,2026-05-07T06:38:57.028338+00:00,1.00,1
66577,webcam,7450206,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7450206/1770178355890.jpg,0.35,True,False,0.75,True,Muted peach and gray with pale yellow horizon,,twilight,full,Weak sunset with minimal color showing only a faint peach glow through heavy overcast clouds.,claude-sonnet-4-5,anthropic,2026-05-07T06:39:02.158100+00:00,1.00,1
66578,webcam,137,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/137/1770178372375.jpg,0.55,True,False,0.75,True,Muted golden yellows and grays with dark storm clouds,,golden_hour,mostly,Moderate golden light breaking through heavy storm clouds creates some atmospheric interest but lacks vibrant colors.,claude-sonnet-4-5,anthropic,2026-05-07T06:39:06.857633+00:00,1.00,1
66579,webcam,8221516,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8221516/1770178378000.jpg,0.65,True,False,0.75,False,"soft pink, peach, and blue gradient",,golden_hour,full,"Pleasant pastel sunset colors with a smooth gradient from pink to blue, but lacking dramatic clouds or intense saturation.",claude-sonnet-4-5,anthropic,2026-05-07T06:39:12.005147+00:00,3.00,1
66580,webcam,609,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/609/1770178384095.jpg,0.35,True,False,0.7,True,pale yellow and gray with muted orange tones,,twilight,full,"Weak sunset with minimal color showing through overcast winter sky, mostly gray with faint warm tones near horizon.",claude-sonnet-4-5,anthropic,2026-05-07T06:39:17.504573+00:00,1.00,1
66581,webcam,2926722,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2926722/1770178391707.jpg,0.0,False,False,1.0,True,uniform gray overcast,,day,partial,"Completely overcast gray sky with no visible sun, colors, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:39:22.017346+00:00,1.00,1
66582,webcam,640640,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/640640/1770178395019.jpg,0.0,False,False,0.95,True,uniform gray overcast,,day,full,"Completely overcast gray sky with no visible sun, color, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:39:27.157497+00:00,1.00,1
66583,webcam,3792954,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3792954/1770178402380.jpg,0.25,True,False,0.6,False,"grayscale, washed out white and gray tones",,unclear,full,"Image appears to show a sunset/sunrise over water but is extremely washed out or overexposed with no visible color, only gray and white tones.",claude-sonnet-4-5,anthropic,2026-05-07T06:39:32.661124+00:00,1.00,1
66584,webcam,9669371,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9669371/1770178407274.jpg,0.0,False,False,0.95,False,"overcast gray, uniform white-gray sky",,day,partial,"Completely overcast daytime sky with no sunset or sunrise colors visible, just uniform gray cloud cover.",claude-sonnet-4-5,anthropic,2026-05-07T06:39:38.226368+00:00,1.00,1
66585,webcam,9669619,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9669619/1770178411188.jpg,0.0,False,False,1.0,False,monochrome gray/white,,night,none,This is an indoor nighttime image of what appears to be an ice rink or covered facility with no sky visible at all.,claude-sonnet-4-5,anthropic,2026-05-07T06:39:43.519378+00:00,1.00,1
66586,webcam,7040222,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7040222/1770178415236.jpg,0.0,False,False,0.95,True,"gray, white, overcast",,day,full,Completely overcast gray sky with no visible sun or sunset/sunrise colors.,claude-sonnet-4-5,anthropic,2026-05-07T06:39:50.993689+00:00,1.00,1
66587,webcam,1792,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1792/1770178421426.jpg,0.0,False,False,0.95,False,"complete darkness, black",,night,full,"The image shows complete darkness with no visible sunset, sunrise, or any sky colors whatsoever.",claude-sonnet-4-5,anthropic,2026-05-07T06:39:56.208801+00:00,1.00,1
66588,webcam,3563010,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3563010/1770178913417.jpg,0.55,True,False,0.75,False,golden yellow and orange gradient fading to blue-gray,,golden_hour,full,Decent sunset with warm golden-orange horizon colors but lacking dramatic clouds or vivid saturation.,claude-sonnet-4-5,anthropic,2026-05-07T06:40:00.702550+00:00,5.00,1
66589,webcam,2927004,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2927004/1770178917291.jpg,0.0,False,False,0.95,False,gray and white overcast,fog,day,full,"No sunset or sunrise visible, just heavy fog or overcast conditions obscuring any sky colors.",claude-sonnet-4-5,anthropic,2026-05-07T06:40:05.786987+00:00,1.00,1
66590,webcam,3313596,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3313596/1770178924655.jpg,0.72,True,True,0.75,True,"Soft golden, pale blue, and warm amber tones",fog,golden_hour,full,"Beautiful golden light illuminating an ornate church through atmospheric fog with soft pastel sky colors, though fog reduces some color intensity.",claude-sonnet-4-5,anthropic,2026-05-07T06:40:18.842202+00:00,1.00,1
66591,webcam,3656741,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3656741/1770178927827.jpg,0.25,True,True,0.7,False,Deep blue gradient with faint orange glow on horizon,,blue_hour,full,Minimal color present with only a faint orange-pink glow on the distant horizon during blue hour in a snowy landscape.,claude-sonnet-4-5,anthropic,2026-05-07T06:40:23.862911+00:00,1.00,1
66592,webcam,8190097,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8190097/1770178931742.jpg,0.0,False,False,1.0,False,"dark gray, black",,night,none,This is an error message screen with no actual webcam view of the sky visible.,claude-sonnet-4-5,anthropic,2026-05-07T06:40:28.677323+00:00,1.00,1
66593,webcam,10520373,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10520373/1770178940958.jpg,0.45,True,False,0.75,False,"pale orange, peach, and light blue gradient",,golden_hour,partial,"Soft peachy-orange glow near the horizon with minimal dramatic color or cloud features, indicating a modest sunset.",claude-sonnet-4-5,anthropic,2026-05-07T06:40:34.285353+00:00,1.00,1
66594,webcam,5379767,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5379767/1770179073643.jpg,0.35,True,False,0.7,True,Deep blue and gray with subtle purple tones,,blue_hour,full,Blue hour scene with muted colors and overcast clouds showing minimal warm tones from the sunset.,claude-sonnet-4-5,anthropic,2026-05-07T06:40:40.215849+00:00,1.00,1
66595,webcam,10144729,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10144729/1770182931989.jpg,0.0,False,False,0.95,False,overcast gray-white sky,,day,partial,"Completely overcast daytime conditions with no visible sun, color, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:40:45.875592+00:00,1.00,1
66596,webcam,9252619,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9252619/1770182933847.jpg,0.55,True,False,0.75,True,"soft pink, lavender, and pale blue with golden horizon",,twilight,mostly,"Decent sunset with pastel colors and some cloud detail, though not particularly dramatic or vivid.",claude-sonnet-4-5,anthropic,2026-05-07T06:40:51.785743+00:00,1.00,1
66597,webcam,7687669,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7687669/1770182936237.jpg,0.0,False,False,0.95,False,overcast gray-white sky,,day,partial,Overcast daytime sky with no visible sunset or sunrise colors present.,claude-sonnet-4-5,anthropic,2026-05-07T06:40:57.038421+00:00,1.00,1
66598,webcam,16360,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16360/1770182940185.jpg,0.0,False,False,0.95,True,overcast gray and white,,day,full,"Completely overcast daytime sky with no visible sun, sunrise, or sunset colors present.",claude-sonnet-4-5,anthropic,2026-05-07T06:41:02.621741+00:00,1.00,1
66599,webcam,1372,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1372/1770182945252.jpg,0.25,True,False,0.7,True,muted gray and pale orange tones,,twilight,full,"Heavily overcast sky with only faint warm tones barely visible through thick cloud cover, resulting in minimal color display.",claude-sonnet-4-5,anthropic,2026-05-07T06:41:08.359917+00:00,1.00,1
66600,webcam,1946,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1946/1770182947801.jpg,0.0,False,False,0.95,True,gray and white overcast,,day,full,"Overcast winter daytime scene with no visible sun, warm colors, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:41:12.809024+00:00,1.00,1
66601,webcam,2929663,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2929663/1770182952740.jpg,0.45,True,False,0.7,True,soft pastel blues and pinks with light orange tones,,twilight,full,"Subtle pastel colors in the sky with gentle cloud formations, but lacks the dramatic vivid hues of a higher quality sunset.",claude-sonnet-4-5,anthropic,2026-05-07T06:41:18.296631+00:00,2.00,1
66602,webcam,10360409,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10360409/1770182961697.jpg,0.45,True,True,0.75,False,soft pink and purple hues with pale blue,,twilight,partial,"Gentle pastel colors in the sky with modest pink and purple tones, but lacking dramatic clouds or vivid intensity.",claude-sonnet-4-5,anthropic,2026-05-07T06:41:23.458910+00:00,1.00,1
66603,webcam,281167,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/281167/1770187130378.jpg,0.72,True,False,0.85,True,"Golden orange, warm yellow, soft pink with purple-gray clouds",,golden_hour,full,Vivid golden and orange hues with layered clouds creating good depth and drama across the horizon.,claude-sonnet-4-5,anthropic,2026-05-07T06:41:29.910058+00:00,5.00,1
66604,webcam,8313324,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8313324/1770187135450.jpg,0.72,True,False,0.85,True,"warm orange, pink, and peach tones transitioning to cool blue-gray",,golden_hour,full,Vivid orange and pink sunset colors on the horizon with dramatic cloud formations and a smooth color gradient across the entire sky over the ocean.,claude-sonnet-4-5,anthropic,2026-05-07T06:41:36.158730+00:00,5.00,1
66605,webcam,445536,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/445536/1770187138964.jpg,0.0,False,False,0.95,False,"complete darkness, black",,night,full,"The image shows complete darkness with no visible sunset, sunrise, or any sky colors whatsoever.",claude-sonnet-4-5,anthropic,2026-05-07T06:41:41.054489+00:00,1.00,1
66606,webcam,10148195,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10148195/1770187141516.jpg,0.0,False,False,0.95,True,gray and overcast with muted teal-green water,,day,full,Completely overcast gray sky with no visible sun or sunset/sunrise colors present.,claude-sonnet-4-5,anthropic,2026-05-07T06:41:45.587878+00:00,1.00,1
66607,webcam,10147673,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10147673/1770187147991.jpg,0.0,False,False,0.95,False,"gray, white, muted brown",fog,day,partial,"No sunset or sunrise visible, only foggy overcast conditions with gray sky and poor visibility.",claude-sonnet-4-5,anthropic,2026-05-07T06:41:50.037189+00:00,1.00,1
66608,webcam,6810991,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6810991/1770187153028.jpg,0.0,False,False,1.0,True,uniform gray and white overcast,,day,full,"Completely overcast winter day with no visible sun, color, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:41:54.476417+00:00,1.00,1
66609,webcam,7007937,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7007937/1770187156249.jpg,0.0,False,False,0.95,False,white and gray overcast,,day,partial,Overcast daytime scene with completely white/gray sky showing no sunset or sunrise colors whatsoever.,claude-sonnet-4-5,anthropic,2026-05-07T06:41:58.677164+00:00,1.00,1
66610,webcam,7014879,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7014879/1770187158668.jpg,0.0,False,False,0.95,False,overcast gray-white,,day,partial,"Overcast winter daytime scene with no visible sun, sunset, or sunrise colors present.",claude-sonnet-4-5,anthropic,2026-05-07T06:42:03.286548+00:00,1.00,1
66611,webcam,8200048,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8200048/1770187162362.jpg,0.0,False,False,0.95,True,uniform gray overcast,,day,full,"Completely overcast gray sky with no visible sun, color, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:42:08.203347+00:00,1.00,1
66612,webcam,8109945,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8109945/1770187165795.jpg,0.55,True,False,0.75,False,"soft pink, peach, and pale blue gradient",,twilight,mostly,"Gentle pastel colors across the horizon with a smooth gradient, but lacking dramatic clouds or intense saturation.",claude-sonnet-4-5,anthropic,2026-05-07T06:42:13.210670+00:00,1.00,1
66613,webcam,8492695,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8492695/1770187167175.jpg,0.0,False,False,0.95,False,uniform gray and white,fog,unclear,full,Complete fog or heavy overcast obscures any potential sunset or sunrise colors entirely.,claude-sonnet-4-5,anthropic,2026-05-07T06:42:19.835058+00:00,3.00,1
66614,webcam,10523495,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10523495/1770187170014.jpg,0.0,False,False,0.95,True,uniform gray overcast,,day,full,"Completely overcast gray sky with no visible sun, color, or sunset/sunrise characteristics.",claude-sonnet-4-5,anthropic,2026-05-07T06:42:25.520627+00:00,1.00,1
66615,webcam,8173430,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8173430/1770187170814.jpg,0.0,False,False,0.95,True,overcast gray and white,,day,full,"Completely overcast daytime sky with no visible sun, sunrise, or sunset colors present.",claude-sonnet-4-5,anthropic,2026-05-07T06:42:29.777719+00:00,1.00,1
66616,webcam,10479822,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10479822/1770187426883.jpg,0.0,False,False,0.95,False,white and gray overcast,fog,day,full,Heavy fog and overcast conditions completely obscure any potential sunset or sunrise colors.,claude-sonnet-4-5,anthropic,2026-05-07T06:42:35.442445+00:00,1.00,1
66617,webcam,2921342,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1770187452202.jpg,0.45,True,True,0.7,False,"soft pink, peach, and pale blue gradient",,twilight,partial,"Gentle pastel colors in the sky with minimal drama, partially obscured by trees and power lines in the foreground.",claude-sonnet-4-5,anthropic,2026-05-07T06:42:40.423779+00:00,3.00,1
