record_id,source_table,webcam_id,image_url,llm_quality,llm_is_sunset,llm_confidence,llm_has_clouds,llm_color_palette,llm_obstruction,llm_model,llm_provider,rated_at,human_calculated_rating,human_rating_count
66429,webcam,3160750,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3160750/1764613322618.jpg,0.35,True,0.75,False,deep blue and purple twilight tones,,claude-sonnet-4-5,anthropic,2026-05-04T07:28:35.327865+00:00,1.00,1
66430,webcam,103,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/103/1764613326077.jpg,0.0,False,1.0,False,grayscale/overcast white-gray,,claude-sonnet-4-5,anthropic,2026-05-04T07:28:38.349492+00:00,1.00,1
66431,webcam,13876,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13876/1764613330123.jpg,0.0,False,1.0,False,dark night sky with green aurora borealis,,claude-sonnet-4-5,anthropic,2026-05-04T07:28:41.641057+00:00,1.00,1
66432,webcam,4090704,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4090704/1764613333217.jpg,0.0,False,1.0,False,white background with black text,image not available,claude-sonnet-4-5,anthropic,2026-05-04T07:28:44.796989+00:00,1.00,1
66433,webcam,2921368,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921368/1764613336336.jpg,0.15,True,0.75,False,dull gray-blue with faint warm tones near horizon,,claude-sonnet-4-5,anthropic,2026-05-04T07:28:48.795339+00:00,1.00,1
66434,webcam,3735929,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3735929/1764613339256.jpg,0.0,False,0.95,False,"uniform gray, overcast",,claude-sonnet-4-5,anthropic,2026-05-04T07:28:52.586585+00:00,1.00,1
66435,webcam,3806765,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3806765/1764613342641.jpg,0.45,True,0.75,False,pale blue and soft orange-pink tones,,claude-sonnet-4-5,anthropic,2026-05-04T07:28:55.442591+00:00,1.00,1
66436,webcam,3430591,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3430591/1764613358308.jpg,0.0,False,0.95,False,overcast gray-white,,claude-sonnet-4-5,anthropic,2026-05-04T07:28:57.996260+00:00,1.00,1
66437,webcam,2977624,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2977624/1764613361684.jpg,0.0,False,0.95,False,"overcast gray-white, winter daylight",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:01.387897+00:00,1.00,1
66438,webcam,3924674,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3924674/1764613365064.jpg,0.0,False,0.95,False,"overcast gray, uniform cloud cover",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:04.372980+00:00,1.00,1
66439,webcam,2923203,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2923203/1764613368438.jpg,0.0,False,0.95,False,"gray, muted blue-gray, brown earth tones",rain on lens,claude-sonnet-4-5,anthropic,2026-05-04T07:29:07.302343+00:00,1.00,1
66440,webcam,3902017,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3902017/1764613375104.jpg,0.0,False,0.95,True,"gray, white, muted green",fog,claude-sonnet-4-5,anthropic,2026-05-04T07:29:10.342642+00:00,2.00,1
66441,webcam,2942835,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2942835/1764613378552.jpg,0.35,True,0.75,True,muted blue-gray with subtle orange-pink tones near horizon,,claude-sonnet-4-5,anthropic,2026-05-04T07:29:14.083741+00:00,1.00,1
66442,webcam,4050836,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4050836/1764613381359.jpg,0.25,True,0.75,True,muted gray-blue with faint peachy-orange tones,fog,claude-sonnet-4-5,anthropic,2026-05-04T07:29:17.088517+00:00,1.00,1
66443,webcam,4052983,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4052983/1764613384845.jpg,0.45,True,0.75,True,"muted purple, pink, and gray tones",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:19.872876+00:00,1.00,1
66444,webcam,7713,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7713/1764613390877.jpg,0.55,True,0.85,True,"soft pink, peach, pale blue, and warm yellow tones",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:23.251150+00:00,4.00,1
66445,webcam,3800231,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3800231/1764613395290.jpg,0.45,True,0.75,True,"pale orange, pink, and gray with muted warm tones near horizon",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:26.775032+00:00,2.00,1
66446,webcam,14458,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14458/1764613400697.jpg,0.25,True,0.75,False,"pale orange and pink gradient along horizon, gray-blue sky above",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:29.805312+00:00,1.00,1
66447,webcam,1457,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1457/1764613404812.jpg,0.0,False,0.95,False,overcast gray-white sky,,claude-sonnet-4-5,anthropic,2026-05-04T07:29:33.073757+00:00,1.00,1
66448,webcam,3997423,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3997423/1764613408526.jpg,0.45,True,0.75,True,"pale yellow, orange, gray-blue with dark clouds",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:35.897125+00:00,4.00,1
66449,webcam,3996705,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3996705/1764613413309.jpg,0.0,False,0.95,True,deep blue sky with white and gray clouds,,claude-sonnet-4-5,anthropic,2026-05-04T07:29:38.965653+00:00,1.00,1
66450,webcam,3433674,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3433674/1764613416404.jpg,0.25,True,0.75,False,"pale yellow, gray, muted earth tones",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:41.967940+00:00,1.00,1
66451,webcam,3997706,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3997706/1764613425785.jpg,0.72,True,0.85,True,"golden yellow, orange, gray clouds with bright sunburst",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:45.840578+00:00,3.00,1
66452,webcam,4290344,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4290344/1764613434700.jpg,0.65,True,0.85,True,"soft pink, peach, lavender, and blue tones",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:49.299830+00:00,4.00,1
66453,webcam,8035,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8035/1764613438630.jpg,0.45,True,0.75,True,"pale blue, soft pink, muted orange, light purple",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:53.014972+00:00,1.00,1
66454,webcam,3223349,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3223349/1764613443064.jpg,0.55,True,0.85,True,"soft orange, pale yellow, light blue, and gray",,claude-sonnet-4-5,anthropic,2026-05-04T07:29:55.865359+00:00,4.00,1
66455,webcam,4465866,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4465866/1764613446252.jpg,0.0,False,0.95,False,"gray, white, muted tones",fog,claude-sonnet-4-5,anthropic,2026-05-04T07:29:58.653682+00:00,1.00,1
66456,webcam,3601639,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3601639/1764613449644.jpg,0.0,False,0.95,False,"dark gray to black, no visible sky features",,claude-sonnet-4-5,anthropic,2026-05-04T07:30:02.295286+00:00,1.00,1
66457,webcam,4756,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4756/1764613455694.jpg,0.45,True,0.8,False,"pale blue, soft orange-yellow horizon, muted pastels",,claude-sonnet-4-5,anthropic,2026-05-04T07:30:06.093265+00:00,4.00,1
66458,webcam,4171194,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4171194/1764613458679.jpg,0.0,False,0.95,True,"dark blue-gray, muted purple tones",,claude-sonnet-4-5,anthropic,2026-05-04T07:30:08.791812+00:00,1.00,1
66459,webcam,4001558,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4001558/1764618799164.jpg,0.55,True,0.85,True,"golden orange, pale yellow, gray-blue",,claude-sonnet-4-5,anthropic,2026-05-04T07:30:13.536587+00:00,5.00,1
66460,webcam,3343667,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3343667/1764618803097.jpg,0.0,False,0.95,False,uniform gray,fog,claude-sonnet-4-5,anthropic,2026-05-04T07:30:16.696817+00:00,1.00,1
66461,webcam,3735880,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3735880/1764618805704.jpg,0.0,False,0.95,False,"uniform gray, overcast",,claude-sonnet-4-5,anthropic,2026-05-04T07:30:19.827398+00:00,1.00,1
66462,webcam,4308353,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4308353/1764618809291.jpg,0.0,False,0.95,False,"monochromatic gray, overcast",fog,claude-sonnet-4-5,anthropic,2026-05-04T07:30:22.539242+00:00,1.00,1
66463,webcam,2921344,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921344/1764618812368.jpg,0.0,False,0.95,False,overcast gray and white,,claude-sonnet-4-5,anthropic,2026-05-04T07:30:27.460473+00:00,1.00,1
66464,webcam,368,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/368/1764618817842.jpg,0.45,True,0.85,True,"Soft peach, pale orange, and muted blue-gray tones",,claude-sonnet-4-5,anthropic,2026-05-04T07:30:30.888210+00:00,3.00,1
66465,webcam,301,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/301/1764618821192.jpg,0.35,True,0.75,False,deep blue and purple tones,,claude-sonnet-4-5,anthropic,2026-05-04T07:30:34.676001+00:00,1.00,1
66466,webcam,2977319,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2977319/1764618824316.jpg,0.25,True,0.7,False,pale gray with faint peachy-orange glow near horizon,fog,claude-sonnet-4-5,anthropic,2026-05-04T07:30:38.154476+00:00,1.00,1
66467,webcam,3160750,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3160750/1764618827179.jpg,0.35,True,0.75,False,dim purple-blue twilight tones,,claude-sonnet-4-5,anthropic,2026-05-04T07:30:40.921748+00:00,1.00,1
66468,webcam,103,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/103/1764618829199.jpg,0.0,False,1.0,False,monochrome gray and white,,claude-sonnet-4-5,anthropic,2026-05-04T07:30:43.787993+00:00,1.00,1
66469,webcam,3735929,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3735929/1764618831540.jpg,0.0,False,0.95,True,"dark gray, overcast, no visible colors",,claude-sonnet-4-5,anthropic,2026-05-04T07:30:46.577161+00:00,1.00,1
66470,webcam,3806765,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3806765/1764618834030.jpg,0.0,False,0.95,False,gray overcast sky,,claude-sonnet-4-5,anthropic,2026-05-04T07:30:49.986240+00:00,1.00,1
66471,webcam,2921351,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921351/1764618839074.jpg,0.0,False,0.95,False,overcast gray-white,fog,claude-sonnet-4-5,anthropic,2026-05-04T07:30:52.951970+00:00,1.00,1
66472,webcam,861454,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/861454/1764618843680.jpg,0.35,True,0.75,False,"pale blue, soft pink, light gray",,claude-sonnet-4-5,anthropic,2026-05-04T07:30:56.191597+00:00,2.00,1
66473,webcam,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1764618847285.jpg,0.0,False,0.95,False,uniform gray and white,fog,claude-sonnet-4-5,anthropic,2026-05-04T07:30:59.351792+00:00,1.00,1
66474,webcam,620045,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/620045/1764618850595.jpg,0.0,False,0.95,False,"dark gray, murky brown tones",rain on lens,claude-sonnet-4-5,anthropic,2026-05-04T07:31:02.321035+00:00,1.00,1
66475,webcam,3015694,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3015694/1764618853540.jpg,0.0,False,1.0,False,"completely black, no visible sky",,claude-sonnet-4-5,anthropic,2026-05-04T07:31:04.986603+00:00,1.00,1
66476,webcam,3951155,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3951155/1764618857329.jpg,0.0,False,1.0,False,gray placeholder background,image unavailable,claude-sonnet-4-5,anthropic,2026-05-04T07:31:07.853164+00:00,1.00,1
66477,webcam,3078706,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3078706/1764618861222.jpg,0.45,True,0.75,True,"soft orange, yellow, and gray-blue tones",,claude-sonnet-4-5,anthropic,2026-05-04T07:31:10.704953+00:00,5.00,1
66478,webcam,2941897,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2941897/1764618864346.jpg,0.0,False,1.0,False,gray placeholder background,image unavailable,claude-sonnet-4-5,anthropic,2026-05-04T07:31:13.793237+00:00,1.00,1
66479,webcam,4145337,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4145337/1764618868853.jpg,0.25,True,0.75,True,"pale gray, muted pink, soft yellow glow",,claude-sonnet-4-5,anthropic,2026-05-04T07:31:16.763101+00:00,1.00,1
66480,webcam,4294975,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4294975/1764618873526.jpg,0.0,False,0.95,False,overcast gray-white sky,,claude-sonnet-4-5,anthropic,2026-05-04T07:31:19.780305+00:00,1.00,1
66481,webcam,3952492,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3952492/1764618876374.jpg,0.0,False,0.95,False,"dark gray, black, nighttime",,claude-sonnet-4-5,anthropic,2026-05-04T07:31:23.345665+00:00,1.00,1
66482,webcam,3092,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3092/1764618882283.jpg,0.35,True,0.85,False,pale pink and peach gradient fading to light blue,,claude-sonnet-4-5,anthropic,2026-05-04T07:31:26.524718+00:00,3.00,1
66483,webcam,2946548,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2946548/1764618886415.jpg,0.45,True,0.75,False,"pale yellow, light blue, soft orange glow",,claude-sonnet-4-5,anthropic,2026-05-04T07:31:29.264244+00:00,5.00,1
66484,webcam,3582646,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3582646/1764618890001.jpg,0.45,True,0.85,False,soft orange and peach gradient fading to pale blue,,claude-sonnet-4-5,anthropic,2026-05-04T07:31:32.825278+00:00,5.00,1
66485,webcam,14458,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14458/1764618895852.jpg,0.35,True,0.85,False,pale pink and lavender with muted blue-gray tones,,claude-sonnet-4-5,anthropic,2026-05-04T07:31:35.677675+00:00,3.00,1
66486,webcam,3800231,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3800231/1764618899169.jpg,0.45,True,0.8,True,"pale yellow, cream, light gray with muted golden tones",,claude-sonnet-4-5,anthropic,2026-05-04T07:31:39.209226+00:00,1.00,1
66487,webcam,16934,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16934/1764618902713.jpg,0.35,True,0.8,True,"pale pink, soft peach, muted blue-gray",,claude-sonnet-4-5,anthropic,2026-05-04T07:31:42.928226+00:00,2.00,1
66488,webcam,3776705,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3776705/1764618912192.jpg,0.0,False,0.95,False,"uniform gray, overcast",fog,claude-sonnet-4-5,anthropic,2026-05-04T07:31:48.970203+00:00,1.00,1
66489,webcam,3813324,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3813324/1764618925808.jpg,0.35,True,0.75,True,"pale yellow, soft blue, muted pastels",,claude-sonnet-4-5,anthropic,2026-05-04T07:31:52.484361+00:00,1.00,1
66490,webcam,4396120,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4396120/1764618932441.jpg,0.35,True,0.75,True,pale blue and soft orange with gray clouds,,claude-sonnet-4-5,anthropic,2026-05-04T07:31:55.264520+00:00,1.00,1
66491,webcam,4280677,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4280677/1764618936182.jpg,0.0,False,0.95,False,"grayscale, monochrome with bright artificial lights",fog,claude-sonnet-4-5,anthropic,2026-05-04T07:31:58.071889+00:00,1.00,1
66492,webcam,4286462,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4286462/1764618938802.jpg,0.0,False,0.95,False,"nearly black, very dark brown",,claude-sonnet-4-5,anthropic,2026-05-04T07:32:00.702036+00:00,1.00,1
66493,webcam,2952673,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2952673/1764618943447.jpg,0.0,False,0.95,False,"gray, overcast, dim lighting",fog,claude-sonnet-4-5,anthropic,2026-05-04T07:32:04.785249+00:00,1.00,1
66494,webcam,4286456,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4286456/1764618947391.jpg,0.0,False,0.95,False,"dark gray to black, nighttime scene",,claude-sonnet-4-5,anthropic,2026-05-04T07:32:08.167225+00:00,1.00,1
66495,webcam,105664,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/105664/1764618949998.jpg,0.0,False,1.0,False,dark gray and black night sky,,claude-sonnet-4-5,anthropic,2026-05-04T07:32:11.646865+00:00,1.00,1
66496,webcam,3906106,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3906106/1764618953646.jpg,0.25,True,0.75,True,pale gray-blue with subtle warm tones near horizon,rain on lens,claude-sonnet-4-5,anthropic,2026-05-04T07:32:14.873536+00:00,1.00,1
66497,webcam,3779926,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3779926/1764618956069.jpg,0.0,False,0.95,False,"dark gray, muted teal-gray, overcast",fog,claude-sonnet-4-5,anthropic,2026-05-04T07:32:19.575949+00:00,1.00,1
66498,webcam,3309600,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3309600/1764618959009.jpg,0.25,True,0.75,False,pale blue-gray with faint warm glow on horizon,fog,claude-sonnet-4-5,anthropic,2026-05-04T07:32:22.781394+00:00,1.00,1
66499,webcam,3778923,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3778923/1764618963687.jpg,0.72,True,0.85,True,warm orange and peach clouds against turquoise-blue sky,,claude-sonnet-4-5,anthropic,2026-05-04T07:32:25.879704+00:00,3.00,1
66502,webcam,2953598,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2953598/1764618974373.jpg,0.0,False,0.95,True,uniform gray overcast,,claude-sonnet-4-5,anthropic,2026-05-04T07:32:45.024961+00:00,1.00,1
66503,webcam,3784301,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3784301/1764618976961.jpg,0.0,False,0.95,True,"gray, muted blue-gray, overcast white",,claude-sonnet-4-5,anthropic,2026-05-04T07:32:47.737213+00:00,1.00,1
66504,webcam,2728375,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2728375/1764618980310.jpg,0.0,False,0.95,False,"uniform gray, no visible sky features",fog,claude-sonnet-4-5,anthropic,2026-05-04T07:32:50.571617+00:00,1.00,1
66505,webcam,3798295,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3798295/1764618988383.jpg,0.45,True,0.7,True,"teal, turquoise, dark green with gradient to lighter blue-green",,claude-sonnet-4-5,anthropic,2026-05-04T07:32:53.560120+00:00,1.00,1
66506,webcam,3923636,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3923636/1770079103005.jpg,0.55,True,0.85,False,"pale yellow, soft orange, light blue-gray gradient",building,claude-sonnet-4-5,anthropic,2026-05-04T07:32:56.981714+00:00,5.00,1
