record_id,source_table,webcam_id,image_url,llm_quality,llm_is_sunset,llm_confidence,llm_has_clouds,llm_color_palette,llm_obstruction,llm_model,llm_provider,rated_at,human_calculated_rating,human_rating_count
66569,webcam,4520535,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4520535/1770177210846.jpg,0.25,True,0.75,True,"pale gray, muted white, subtle warm tones near horizon",,claude-sonnet-4-5,anthropic,2026-05-06T07:15:39.286235+00:00,2.00,1
66570,webcam,2926257,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2926257/1770177217659.jpg,0.45,True,0.85,True,"Pale orange, soft pink, and gray-blue tones",,claude-sonnet-4-5,anthropic,2026-05-06T07:15:43.893045+00:00,4.00,1
66571,webcam,153,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/153/1770177219043.jpg,0.45,True,0.85,False,golden yellow and orange gradient fading to gray-blue,,claude-sonnet-4-5,anthropic,2026-05-06T07:15:47.885578+00:00,5.00,1
66572,webcam,10067720,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10067720/1770177225688.jpg,0.45,True,0.85,False,"soft pink, peach, and pale blue gradient",,claude-sonnet-4-5,anthropic,2026-05-06T07:15:51.981679+00:00,5.00,1
66573,webcam,2978042,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2978042/1770177234539.jpg,0.0,False,0.95,False,overcast gray-white sky,,claude-sonnet-4-5,anthropic,2026-05-06T07:15:55.757755+00:00,1.00,1
66574,webcam,331,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/331/1770177237926.jpg,0.35,True,0.75,False,pale blue transitioning to soft peach and orange near horizon,fog,claude-sonnet-4-5,anthropic,2026-05-06T07:15:59.968455+00:00,3.00,1
66575,webcam,536,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/536/1770177244045.jpg,0.55,True,0.85,True,"Soft orange, pink, and purple hues with gray-blue clouds",building,claude-sonnet-4-5,anthropic,2026-05-06T07:16:04.057810+00:00,5.00,1
66576,webcam,8223042,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8223042/1770178352991.jpg,0.35,True,0.75,False,"pale pink, muted purple, gray-blue",,claude-sonnet-4-5,anthropic,2026-05-06T07:16:08.058368+00:00,1.00,1
66577,webcam,7450206,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7450206/1770178355890.jpg,0.25,True,0.75,False,pale peach and gray with muted horizon glow,,claude-sonnet-4-5,anthropic,2026-05-06T07:16:12.980291+00:00,1.00,1
66578,webcam,137,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/137/1770178372375.jpg,0.55,True,0.85,True,"golden yellow, gray, muted orange with dark storm clouds",,claude-sonnet-4-5,anthropic,2026-05-06T07:16:18.195559+00:00,1.00,1
66579,webcam,8221516,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8221516/1770178378000.jpg,0.55,True,0.85,False,"soft peach, pale pink, light blue gradient",,claude-sonnet-4-5,anthropic,2026-05-06T07:16:26.182164+00:00,3.00,1
66580,webcam,609,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/609/1770178384095.jpg,0.25,True,0.75,False,pale gray-blue with faint yellow-orange glow on horizon,,claude-sonnet-4-5,anthropic,2026-05-06T07:16:30.485335+00:00,1.00,1
66581,webcam,2926722,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2926722/1770178391707.jpg,0.0,False,0.95,False,uniform gray overcast,,claude-sonnet-4-5,anthropic,2026-05-06T07:16:34.863145+00:00,1.00,1
66582,webcam,640640,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/640640/1770178395019.jpg,0.0,False,0.95,False,uniform gray overcast,,claude-sonnet-4-5,anthropic,2026-05-06T07:16:39.083562+00:00,1.00,1
66583,webcam,3792954,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3792954/1770178402380.jpg,0.25,True,0.7,False,"washed out white and gray tones, overexposed bright sky",,claude-sonnet-4-5,anthropic,2026-05-06T07:16:43.178444+00:00,1.00,1
66584,webcam,9669371,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9669371/1770178407274.jpg,0.0,False,0.95,False,"overcast gray, uniform cloud cover",,claude-sonnet-4-5,anthropic,2026-05-06T07:16:47.694308+00:00,1.00,1
66585,webcam,9669619,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9669619/1770178411188.jpg,0.0,False,1.0,False,monochrome gray/white - indoor lighting,,claude-sonnet-4-5,anthropic,2026-05-06T07:16:51.498170+00:00,1.00,1
66586,webcam,7040222,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7040222/1770178415236.jpg,0.0,False,0.95,True,"gray, white, overcast",fog,claude-sonnet-4-5,anthropic,2026-05-06T07:16:56.038008+00:00,1.00,1
66587,webcam,1792,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1792/1770178421426.jpg,0.0,False,1.0,False,completely black,,claude-sonnet-4-5,anthropic,2026-05-06T07:17:00.105720+00:00,1.00,1
66588,webcam,3563010,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3563010/1770178913417.jpg,0.45,True,0.85,False,golden yellow and orange gradient fading to gray-blue,,claude-sonnet-4-5,anthropic,2026-05-06T07:17:04.699024+00:00,5.00,1
66589,webcam,2927004,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2927004/1770178917291.jpg,0.0,False,0.95,False,"dark blue-gray, nighttime or very early morning",,claude-sonnet-4-5,anthropic,2026-05-06T07:17:08.679831+00:00,1.00,1
66590,webcam,3313596,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3313596/1770178924655.jpg,0.72,True,0.85,True,"soft blue, pale orange, golden yellow with misty whites",fog,claude-sonnet-4-5,anthropic,2026-05-06T07:17:13.695755+00:00,1.00,1
66591,webcam,3656741,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3656741/1770178927827.jpg,0.25,True,0.75,False,deep blue gradient fading to lighter blue near horizon,,claude-sonnet-4-5,anthropic,2026-05-06T07:17:18.302415+00:00,1.00,1
66592,webcam,8190097,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8190097/1770178931742.jpg,0.0,False,1.0,False,dark gray background,Error message overlay - webcam temporarily unavailable,claude-sonnet-4-5,anthropic,2026-05-06T07:17:23.628870+00:00,1.00,1
66593,webcam,10520373,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10520373/1770178940958.jpg,0.35,True,0.75,False,pale orange and blue-gray gradient,,claude-sonnet-4-5,anthropic,2026-05-06T07:17:29.171070+00:00,1.00,1
66594,webcam,5379767,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5379767/1770179073643.jpg,0.0,False,0.95,True,dark blue and gray,,claude-sonnet-4-5,anthropic,2026-05-06T07:17:33.620493+00:00,1.00,1
66595,webcam,10144729,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10144729/1770182931989.jpg,0.0,False,0.95,False,overcast gray-white sky,,claude-sonnet-4-5,anthropic,2026-05-06T07:17:38.475609+00:00,1.00,1
66596,webcam,9252619,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9252619/1770182933847.jpg,0.55,True,0.85,True,"soft pink, peach, lavender, and blue tones",,claude-sonnet-4-5,anthropic,2026-05-06T07:17:43.290761+00:00,1.00,1
66597,webcam,7687669,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7687669/1770182936237.jpg,0.0,False,0.95,False,overcast gray-white sky,,claude-sonnet-4-5,anthropic,2026-05-06T07:17:47.181623+00:00,1.00,1
66598,webcam,16360,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16360/1770182940185.jpg,0.0,False,1.0,False,overcast gray-white,,claude-sonnet-4-5,anthropic,2026-05-06T07:17:50.959048+00:00,1.00,1
66599,webcam,1372,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1372/1770182945252.jpg,0.25,True,0.7,True,muted gray-blue with faint peachy-orange tones near horizon,,claude-sonnet-4-5,anthropic,2026-05-06T07:17:56.600253+00:00,1.00,1
66600,webcam,1946,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1946/1770182947801.jpg,0.0,False,0.95,True,"gray, white, overcast winter sky",,claude-sonnet-4-5,anthropic,2026-05-06T07:18:00.799614+00:00,1.00,1
66601,webcam,2929663,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2929663/1770182952740.jpg,0.35,True,0.75,True,"pale blue, soft pink, light peach, muted pastels",,claude-sonnet-4-5,anthropic,2026-05-06T07:18:05.099256+00:00,2.00,1
66602,webcam,10360409,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10360409/1770182961697.jpg,0.45,True,0.8,False,soft pink and purple hues with pale blue,,claude-sonnet-4-5,anthropic,2026-05-06T07:18:09.605909+00:00,1.00,1
66603,webcam,281167,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/281167/1770187130378.jpg,0.72,True,0.9,True,"warm oranges, golden yellows, soft purples and blues",,claude-sonnet-4-5,anthropic,2026-05-06T07:18:13.907701+00:00,5.00,1
66604,webcam,8313324,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8313324/1770187135450.jpg,0.65,True,0.85,True,"soft pink, peach, pale blue, and golden yellow tones",,claude-sonnet-4-5,anthropic,2026-05-06T07:18:19.334936+00:00,5.00,1
