snapshot_id,webcam_id,label_source,label_value,target_label,split,image_path_or_url,phase,captured_at,rating_count,source,llm_model
119665,27645536,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27645536/1785553294238.jpg,sunset,2026-08-01 03:01:34.517716+00:00,0,webcam,
119669,29048102,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29048102/1785554156380.jpg,sunset,2026-08-01 03:15:56.735513+00:00,0,webcam,
119670,14268267,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14268267/1785554159038.jpg,sunset,2026-08-01 03:15:59.367533+00:00,0,webcam,
119682,7052758,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7052758/1785556878411.jpg,sunset,2026-08-01 04:01:18.738302+00:00,0,webcam,
119689,2969639,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2969639/1785557735561.jpg,sunset,2026-08-01 04:15:35.966827+00:00,0,webcam,
119694,28767507,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28767507/1785559523319.jpg,sunset,2026-08-01 04:45:23.957794+00:00,0,webcam,
119698,331,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/331/1785560479401.jpg,sunset,2026-08-01 05:01:19.780674+00:00,0,webcam,
119703,21605540,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/21605540/1785561333093.jpg,sunset,2026-08-01 05:15:33.854004+00:00,0,webcam,
119716,2923203,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2923203/1785569486552.jpg,sunset,2026-08-01 07:31:26.992446+00:00,0,webcam,
119719,2923203,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2923203/1785570330075.jpg,sunset,2026-08-01 07:45:30.451086+00:00,0,webcam,
119723,28886023,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28886023/1785572132277.jpg,sunset,2026-08-01 08:15:32.653324+00:00,0,webcam,
119726,29120716,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29120716/1785572133797.jpg,sunset,2026-08-01 08:15:34.078388+00:00,0,webcam,
119732,4641273,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4641273/1785573932849.jpg,sunset,2026-08-01 08:45:33.151611+00:00,0,webcam,
119741,3963339,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3963339/1785576692900.jpg,sunset,2026-08-01 09:31:33.254611+00:00,0,webcam,
119742,2412333,gold,1.0,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2412333/1785577522405.jpg,sunset,2026-08-01 09:45:22.779883+00:00,0,webcam,
119743,3741,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3741/1785577533237.jpg,sunset,2026-08-01 09:45:34.274988+00:00,0,webcam,
119745,29144336,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1785577535216.jpg,sunset,2026-08-01 09:45:35.693668+00:00,0,webcam,
119746,3963339,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3963339/1785577535474.jpg,sunset,2026-08-01 09:45:35.824752+00:00,0,webcam,
119749,29144336,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1785578487037.jpg,sunset,2026-08-01 10:01:28.187277+00:00,0,webcam,
119755,8750142,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8750142/1785581122052.jpg,sunset,2026-08-01 10:45:22.723392+00:00,0,webcam,
119759,28794621,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28794621/1785581133456.jpg,sunset,2026-08-01 10:45:34.123930+00:00,0,webcam,
119765,12586,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1785582931120.jpg,sunset,2026-08-01 11:15:31.490860+00:00,0,webcam,
73941,3914190,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3914190/1771926230165.jpg,sunset,2026-02-24 09:43:50.420905+00:00,0,webcam,
119769,12586,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1785583887801.jpg,sunset,2026-08-01 11:31:28.112472+00:00,0,webcam,
119775,22856539,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/22856539/1785586520564.jpg,sunset,2026-08-01 12:15:21.293500+00:00,0,webcam,
119780,2921377,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921377/1785587482611.jpg,sunset,2026-08-01 12:31:23.566637+00:00,0,webcam,
70277,12451,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12451/1771117489961.jpg,sunset,2026-02-15 01:04:50.237369+00:00,0,webcam,
119792,21605540,gold,1.0,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/21605540/1785598274964.jpg,sunset,2026-08-01 15:31:15.459989+00:00,0,webcam,
76861,300,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/300/1772645089003.jpg,sunrise,2026-03-04 17:24:49.312023+00:00,0,webcam,
119794,21605540,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/21605540/1785599121148.jpg,sunset,2026-08-01 15:45:21.524109+00:00,0,webcam,
119797,29135072,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29135072/1785600082387.jpg,sunset,2026-08-01 16:01:22.775133+00:00,0,webcam,
119799,29135072,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29135072/1785600925935.jpg,sunset,2026-08-01 16:15:26.314442+00:00,0,webcam,
119798,29051458,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29051458/1785600925953.jpg,sunset,2026-08-01 16:15:26.309185+00:00,0,webcam,
119800,29051458,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29051458/1785601824796.jpg,sunset,2026-08-01 16:30:25.550104+00:00,0,webcam,
119801,331,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/331/1785601825461.jpg,sunset,2026-08-01 16:30:25.766318+00:00,0,webcam,
119807,20868788,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/20868788/1785607286731.jpg,sunset,2026-08-01 18:01:27.984970+00:00,0,webcam,
119808,20868788,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/20868788/1785608131193.jpg,sunset,2026-08-01 18:15:33.067089+00:00,0,webcam,
76132,300,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/300/1772472708884.jpg,sunrise,2026-03-02 17:31:49.282854+00:00,0,webcam,
119811,29146169,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29146169/1785610887662.jpg,sunset,2026-08-01 19:01:28.164660+00:00,0,webcam,
76477,300,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/300/1772555628832.jpg,sunrise,2026-03-03 16:33:49.147053+00:00,0,webcam,
119820,28864023,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28864023/1785613534828.jpg,sunset,2026-08-01 19:45:35.174148+00:00,0,webcam,
119821,24671280,gold,1.0,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/24671280/1785613534824.jpg,sunset,2026-08-01 19:45:35.193535+00:00,0,webcam,
119823,26199373,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26199373/1785614485244.jpg,sunset,2026-08-01 20:01:25.775280+00:00,0,webcam,
119825,29044963,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29044963/1785615322107.jpg,sunset,2026-08-01 20:15:22.705430+00:00,0,webcam,
76620,12451,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12451/1772587429230.jpg,sunset,2026-03-04 01:23:49.556450+00:00,0,webcam,
119830,29044963,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29044963/1785616220597.jpg,sunset,2026-08-01 20:30:21.001482+00:00,0,webcam,
119834,28985083,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28985083/1785616236716.jpg,sunset,2026-08-01 20:30:37.028500+00:00,0,webcam,
119836,29044963,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29044963/1785617121440.jpg,sunset,2026-08-01 20:45:21.758804+00:00,0,webcam,
119839,28985083,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28985083/1785617134605.jpg,sunset,2026-08-01 20:45:34.921504+00:00,0,webcam,
119844,28985083,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28985083/1785618080867.jpg,sunset,2026-08-01 21:01:21.888816+00:00,0,webcam,
119851,29053193,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29053193/1785618932344.jpg,sunset,2026-08-01 21:15:33.356410+00:00,0,webcam,
119853,29022880,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29022880/1785618935638.jpg,sunset,2026-08-01 21:15:36.385368+00:00,0,webcam,
119858,13588772,gold,1.0,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13588772/1785619822661.jpg,sunset,2026-08-01 21:30:23.302208+00:00,0,webcam,
77531,3914190,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3914190/1772792223205.jpg,sunset,2026-03-06 10:17:03.505835+00:00,0,webcam,
77521,3914190,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3914190/1772790363420.jpg,sunset,2026-03-06 09:46:03.739624+00:00,0,webcam,
119865,23880643,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/23880643/1785619837431.jpg,sunset,2026-08-01 21:30:37.748174+00:00,0,webcam,
119866,28913540,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28913540/1785619838270.jpg,sunset,2026-08-01 21:30:39.062690+00:00,0,webcam,
119869,3963339,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3963339/1785620721108.jpg,sunset,2026-08-01 21:45:21.407233+00:00,0,webcam,
119870,13588772,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13588772/1785620722116.jpg,sunset,2026-08-01 21:45:22.787273+00:00,0,webcam,
119874,28782192,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28782192/1785620734569.jpg,sunset,2026-08-01 21:45:35.087459+00:00,0,webcam,
119875,3355592,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3355592/1785620736048.jpg,sunset,2026-08-01 21:45:36.500596+00:00,0,webcam,
119877,29144336,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1785621674424.jpg,sunset,2026-08-01 22:01:14.871599+00:00,0,webcam,
79390,300,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/300/1773249630554.jpg,sunrise,2026-03-11 17:20:30.930267+00:00,0,webcam,
119883,29144336,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29144336/1785622526158.jpg,sunset,2026-08-01 22:15:26.838823+00:00,0,webcam,
78901,3914190,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3914190/1773135965201.jpg,sunset,2026-03-10 09:46:05.488592+00:00,0,webcam,
119893,29045968,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29045968/1785624038031.jpg,sunset,2026-08-01 22:40:39.067561+00:00,0,webcam,
119908,598510,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/598510/1785627060748.jpg,sunset,2026-08-01 23:31:01.196768+00:00,0,webcam,
119909,4752639,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4752639/1785627952366.jpg,sunset,2026-08-01 23:45:52.792859+00:00,0,webcam,
119914,4752639,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4752639/1785628862224.jpg,sunset,2026-08-02 00:01:03.009228+00:00,0,webcam,
119926,28918600,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28918600/1785630633090.jpg,sunset,2026-08-02 00:30:33.564466+00:00,0,webcam,
119930,28918600,gold,0.25,0.25,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28918600/1785631535513.jpg,sunset,2026-08-02 00:45:35.786801+00:00,0,webcam,
119946,11859,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11859/1785635138867.jpg,sunset,2026-08-02 01:45:39.784967+00:00,0,webcam,
77146,3914190,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3914190/1772703950387.jpg,sunset,2026-03-05 09:45:50.645083+00:00,0,webcam,
119954,28482880,gold,0.5,0.5,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28482880/1785636978496.jpg,sunset,2026-08-02 02:16:19.526527+00:00,0,webcam,
119957,28326341,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28326341/1785637874885.jpg,sunset,2026-08-02 02:31:15.192784+00:00,0,webcam,
119958,2921377,gold,0.0,0.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921377/1785637874878.jpg,sunset,2026-08-02 02:31:15.233593+00:00,0,webcam,
119960,28482880,gold,1.0,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28482880/1785637874725.jpg,sunset,2026-08-02 02:31:15.263018+00:00,0,webcam,
119961,5961510,gold,0.75,0.75,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5961510/1785638762105.jpg,sunset,2026-08-02 02:46:02.415324+00:00,0,webcam,
