snapshot_id,webcam_id,label_source,label_value,target_label,split,image_path_or_url,phase,captured_at,rating_count
66888,4842700,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4842700/1770411003390.jpg,sunrise,2026-02-06 20:50:03.649757,1
66503,3784301,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3784301/1764618976961.jpg,sunset,2025-12-01 19:56:17.394640,1
66892,10495330,manual_only,5.00,5.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10495330/1770411036236.jpg,sunset,2026-02-06 20:50:36.627580,1
67280,9705,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9705/1770680656149.jpg,sunrise,2026-02-09 23:44:16.419562,1
67084,11458,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11458/1770599306681.jpg,sunrise,2026-02-09 01:08:26.919468,1
66661,281167,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/281167/1770357843813.jpg,sunrise,2026-02-06 06:04:04.496563,2
66462,4308353,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4308353/1764618809291.jpg,sunrise,2025-12-01 19:53:29.798637,1
66767,9084831,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9084831/1770395732693.jpg,sunset,2026-02-06 16:35:32.955145,1
67350,3540233,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3540233/1770680873892.jpg,sunset,2026-02-09 23:47:54.150468,1
67278,2945739,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2945739/1770680651045.jpg,sunrise,2026-02-09 23:44:11.350214,1
66781,4171194,manual_only,5.00,5.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4171194/1770395806419.jpg,sunset,2026-02-06 16:36:46.665983,1
66626,333,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/333/1770242079072.jpg,sunset,2026-02-04 21:54:39.357178,1
67260,5596,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5596/1770680570445.jpg,sunrise,2026-02-09 23:42:50.715555,1
69263,10635013,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10635013/1770926457900.jpg,sunrise,2026-02-12 20:00:58.378344,1
66739,10524828,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10524828/1770395527303.jpg,sunset,2026-02-06 16:32:07.613681,1
67233,4589070,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4589070/1770667571415.jpg,sunrise,2026-02-09 20:06:11.807847,1
67304,536,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/536/1770680725090.jpg,sunset,2026-02-09 23:45:25.370982,1
66937,10820404,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10820404/1770427415242.jpg,sunset,2026-02-07 01:23:35.503386,1
66903,4756,manual_only,4.00,4.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4756/1770411080999.jpg,sunset,2026-02-06 20:51:21.268087,1
67348,10806088,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10806088/1770680868130.jpg,sunset,2026-02-09 23:47:48.375834,1
66662,10658058,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10658058/1770357847189.jpg,sunrise,2026-02-06 06:04:07.654495,1
67201,281167,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/281167/1770619316551.jpg,sunrise,2026-02-09 06:41:57.196678,1
66501,3759756,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3759756/1764618970072.jpg,sunset,2025-12-01 19:56:10.559594,1
66569,4520535,manual_only,2.00,2.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4520535/1770177210846.jpg,sunrise,2026-02-04 03:53:31.306321,1
66876,4792509,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4792509/1770410963826.jpg,sunrise,2026-02-06 20:49:24.513495,1
66984,8351922,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8351922/1770427547263.jpg,sunrise,2026-02-07 01:25:47.587528,1
66629,10166398,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10166398/1770242087891.jpg,sunset,2026-02-04 21:54:48.185174,1
66816,963,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/963/1770400131029.jpg,sunset,2026-02-06 17:48:51.492345,1
67221,1372,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1372/1770667535416.jpg,sunrise,2026-02-09 20:05:35.789771,1
66727,12586,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12586/1770395467427.jpg,sunset,2026-02-06 16:31:07.754112,1
66725,182,manual_only,3.00,3.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/182/1770395463393.jpg,sunset,2026-02-06 16:31:03.673379,1
66841,861454,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/861454/1770405658436.jpg,sunrise,2026-02-06 19:20:58.701937,1
66568,2926564,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2926564/1770177199707.jpg,sunrise,2026-02-04 03:53:20.165432,1
66656,5966010,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5966010/1770256823340.jpg,sunset,2026-02-05 02:00:23.625780,1
66471,2921351,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921351/1764618839074.jpg,sunrise,2025-12-01 19:53:59.670335,1
67017,6148908,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6148908/1770437050967.jpg,sunrise,2026-02-07 04:04:11.262112,1
66670,8492695,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8492695/1770357889475.jpg,sunrise,2026-02-06 06:04:49.923966,1
66846,2945090,manual_only,3.00,3.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2945090/1770405679627.jpg,sunrise,2026-02-06 19:21:19.900466,1
67305,454004,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/454004/1770680728207.jpg,sunset,2026-02-09 23:45:28.464307,1
67199,10198076,manual_only,5.00,5.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10198076/1770617271397.jpg,sunrise,2026-02-09 06:07:51.897829,1
66575,536,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/536/1770177244045.jpg,sunrise,2026-02-04 03:54:04.535019,1
67269,2886674,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2886674/1770680591769.jpg,sunrise,2026-02-09 23:43:12.032931,1
66497,3779926,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3779926/1764618956069.jpg,sunset,2025-12-01 19:55:56.520578,1
66573,2978042,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2978042/1770177234539.jpg,sunrise,2026-02-04 03:53:55.062861,1
69430,640640,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/640640/1770954364845.jpg,sunrise,2026-02-13 03:46:05.420578,1
66485,14458,manual_only,3.00,3.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14458/1764618895852.jpg,sunrise,2025-12-01 19:54:56.381274,1
66895,3778923,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3778923/1770411047436.jpg,sunset,2026-02-06 20:50:47.726576,1
66800,6073443,manual_only,3.00,3.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6073443/1770398427363.jpg,sunset,2026-02-06 17:20:28.034032,1
67262,344653,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/344653/1770680574754.jpg,sunrise,2026-02-09 23:42:55.038201,1
66830,6169883,manual_only,2.00,2.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6169883/1770402837176.jpg,sunrise,2026-02-06 18:33:57.624670,1
69440,5379767,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5379767/1770954980066.jpg,sunrise,2026-02-13 03:56:20.544871,1
67099,10228912,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10228912/1770600426299.jpg,sunset,2026-02-09 01:27:06.597896,1
66806,5179908,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5179908/1770400066695.jpg,sunrise,2026-02-06 17:47:46.968174,1
67167,4766324,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4766324/1770609911693.jpg,sunrise,2026-02-09 04:05:11.985048,1
66754,8596117,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8596117/1770395669706.jpg,sunset,2026-02-06 16:34:29.981503,1
67000,12182,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12182/1770427606179.jpg,sunrise,2026-02-07 01:26:46.479273,1
66659,2921964,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921964/1770256834997.jpg,sunrise,2026-02-05 02:00:35.310394,1
66518,10491202,manual_only,5.00,5.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10491202/1770144662450.jpg,sunset,2026-02-03 18:51:03.005920,1
66752,8120042,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8120042/1770395642299.jpg,sunset,2026-02-06 16:34:02.623410,1
66522,8320770,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8320770/1770144674559.jpg,sunrise,2026-02-03 18:51:15.131849,1
66492,4286462,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4286462/1764618938802.jpg,sunset,2025-12-01 19:55:39.243021,1
67133,21846,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/21846/1770607639077.jpg,sunrise,2026-02-09 03:27:19.323812,1
67224,3533490,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3533490/1770667546326.jpg,sunrise,2026-02-09 20:05:46.703878,1
67367,11006389,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11006389/1770680945140.jpg,sunset,2026-02-09 23:49:05.391368,1
66819,10067720,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10067720/1770400149252.jpg,sunset,2026-02-06 17:49:09.556045,1
66466,2977319,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2977319/1764618824316.jpg,sunrise,2025-12-01 19:53:44.752861,1
67196,3313596,manual_only,5.00,5.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3313596/1770616967548.jpg,sunrise,2026-02-09 06:02:47.944187,1
66928,2949724,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2949724/1770413034871.jpg,sunrise,2026-02-06 21:23:55.120668,1
67194,88,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/88/1770612164699.jpg,sunrise,2026-02-09 04:42:45.611988,1
67186,10488190,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10488190/1770609976829.jpg,sunset,2026-02-09 04:06:17.093862,1
67130,10067720,manual_only,3.00,3.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10067720/1770607632601.jpg,sunrise,2026-02-09 03:27:12.858746,1
66931,4277118,manual_only,3.00,3.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4277118/1770427400188.jpg,sunset,2026-02-07 01:23:20.491875,1
66825,10264687,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10264687/1770400905802.jpg,sunrise,2026-02-06 18:01:46.107885,1
69434,2926173,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2926173/1770954386504.jpg,sunrise,2026-02-13 03:46:26.914267,1
66520,97,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/97/1770144669759.jpg,sunrise,2026-02-03 18:51:10.214783,1
67317,1690554,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1690554/1770680765946.jpg,sunset,2026-02-09 23:46:06.195414,1
66490,4396120,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4396120/1764618932441.jpg,sunset,2025-12-01 19:55:32.964597,1
66544,4842700,manual_only,4.00,4.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4842700/1770149232871.jpg,sunrise,2026-02-03 20:07:13.374564,1
67111,32,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/32/1770607573865.jpg,sunrise,2026-02-09 03:26:14.150384,1
67019,9876147,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9876147/1770437056070.jpg,sunrise,2026-02-07 04:04:16.401295,1
66849,16934,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16934/1770405693367.jpg,sunset,2026-02-06 19:21:33.638611,1
67155,11085283,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11085283/1770609877063.jpg,sunrise,2026-02-09 04:04:37.444830,1
67069,10648325,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10648325/1770599252492.jpg,sunrise,2026-02-09 01:07:32.743227,1
68960,3066299,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3066299/1770869758389.jpg,sunrise,2026-02-12 04:15:58.761019,1
66870,2921351,manual_only,2.00,2.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921351/1770405755147.jpg,sunrise,2026-02-06 19:22:35.401256,1
66717,322,manual_only,3.00,3.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/322/1770395410460.jpg,sunrise,2026-02-06 16:30:10.795480,1
67218,861454,manual_only,2.00,2.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/861454/1770667510306.jpg,sunrise,2026-02-09 20:05:24.373623,1
66874,2941836,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2941836/1770405901837.jpg,sunrise,2026-02-06 19:25:02.115672,1
66548,9728932,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/9728932/1770149258868.jpg,sunrise,2026-02-03 20:07:39.238002,1
66591,3656741,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3656741/1770178927827.jpg,sunrise,2026-02-04 04:22:08.290797,1
67164,10834225,manual_only,3.00,3.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10834225/1770609904097.jpg,sunrise,2026-02-09 04:05:04.375704,1
66649,2924374,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2924374/1770256786051.jpg,sunrise,2026-02-05 01:59:46.359355,1
69012,2921342,manual_only,4.00,4.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1770880231935.jpg,sunset,2026-02-12 07:10:32.372470,1
67147,6934041,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6934041/1770609851351.jpg,sunrise,2026-02-09 04:04:11.816435,1
66909,10300,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10300/1770411110850.jpg,sunset,2026-02-06 20:51:51.115787,1
67388,1243680,manual_only,4.00,4.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1243680/1770700294366.jpg,sunrise,2026-02-10 05:11:34.878726,1
68952,12431,manual_only,4.00,4.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12431/1770869697644.jpg,sunrise,2026-02-12 04:14:58.088542,1
69443,454004,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/454004/1770955000292.jpg,sunset,2026-02-13 03:56:40.671101,1
67339,5160405,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5160405/1770680838614.jpg,sunset,2026-02-09 23:47:18.913700,1
66689,10659655,manual_only,5.00,5.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10659655/1770358502854.jpg,sunrise,2026-02-06 06:15:03.385941,1
68814,1946,manual_only,4.00,4.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/1946/1770845885991.jpg,sunrise,2026-02-11 21:38:06.423530,1
67122,4766324,manual_only,1.00,1.0,test,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4766324/1770607599318.jpg,sunrise,2026-02-09 03:26:39.577746,1
67289,8147404,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8147404/1770680686275.jpg,sunrise,2026-02-09 23:44:46.533457,1
66498,3309600,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3309600/1764618959009.jpg,sunset,2025-12-01 19:55:59.468706,1
66824,445536,manual_only,1.00,1.0,val,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/445536/1770400769161.jpg,sunset,2026-02-06 17:59:29.465796,1
67107,13045,manual_only,1.00,1.0,train,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13045/1770607563944.jpg,sunrise,2026-02-09 03:26:04.210714,1
