snapshot_id,webcam_id,image_path_or_url,target_label,source,llm_quality,rating,quality_label
115851,28999873,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28999873/1784502963502.jpg,1,webcam,0.35,3,0.5
114543,28916704,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28916704/1784155570739.jpg,1,webcam,0.35,1,0.0
115410,27474067,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27474067/1784390461847.jpg,1,webcam,0.3,1,0.0
106922,12218487,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12218487/1782036071619.jpg,1,webcam,0.25,1,0.0
107750,28871581,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28871581/1782266465048.jpg,1,webcam,0.55,2,0.25
110951,28960220,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28960220/1783174556704.jpg,1,webcam,0.45,4,0.75
112186,28980975,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28980975/1783498583275.jpg,1,webcam,0.3,3,0.5
85326,7439776,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7439776/1773497135724.jpg,1,webcam,0.45,3,0.5
109779,6073443,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6073443/1782837067495.jpg,1,webcam,0.45,4,0.75
85019,8204930,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8204930/1773492753579.jpg,1,webcam,0.45,4,0.75
81166,16534687,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16534687/1773443007838.jpg,1,webcam,0.45,4,0.75
107186,6168685,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6168685/1782110766453.jpg,1,webcam,0.2,1,0.0
114071,28853552,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28853552/1784016969761.jpg,1,webcam,0.25,1,0.0
108167,38,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/38/1782376270693.jpg,1,webcam,0.35,2,0.25
88404,3702,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3702/1773612693544.jpg,1,webcam,0.55,2,0.25
116744,2885722,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2885722/1784756763671.jpg,1,webcam,0.1,1,0.0
113418,4571358,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4571358/1783854062863.jpg,1,webcam,0.6,5,1.0
80818,2988,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2988/1773438926112.jpg,1,webcam,0.45,2,0.25
119351,29162469,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29162469/1785469570048.jpg,1,webcam,0.45,3,0.5
111245,14445531,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14445531/1783242069504.jpg,1,webcam,0.35,2,0.25
112624,28796403,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796403/1783630857466.jpg,1,webcam,0.35,2,0.25
93177,17927756,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17927756/1774643674646.jpg,1,webcam,0.45,4,0.75
106046,27474067,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27474067/1781797560331.jpg,1,webcam,0.1,1,0.0
108359,28789692,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28789692/1782434762439.jpg,1,webcam,0.4,2,0.25
115123,6073443,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6073443/1784306767327.jpg,1,webcam,0.45,3,0.5
79233,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1773210029999.jpg,1,webcam,0.35,1,0.0
102167,27614088,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27614088/1781210754321.jpg,1,webcam,0.35,2,0.25
75665,8695193,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8695193/1772353188876.jpg,1,webcam,0.0,1,0.0
96754,17400009,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17400009/1775400991733.jpg,1,webcam,0.45,1,0.0
110632,3147501,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3147501/1783076463454.jpg,1,webcam,0.55,4,0.75
107124,14738771,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14738771/1782091865415.jpg,1,webcam,0.3,2,0.25
107602,28817975,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28817975/1782229561688.jpg,1,webcam,0.3,2,0.25
108686,28828287,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28828287/1782531057981.jpg,1,webcam,0.45,3,0.5
69726,160,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1771007329647.jpg,1,webcam,0.35,1,0.0
91524,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1774326212752.jpg,1,webcam,0.45,1,0.0
91158,160,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1774247913363.jpg,1,webcam,0.45,1,0.0
101711,11129,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11129/1781068535770.jpg,1,webcam,0.4,3,0.5
66512,10472220,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10472220/1770080282142.jpg,1,webcam,0.72,3,0.5
102791,28782057,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28782057/1781385329064.jpg,1,webcam,0.5,5,1.0
71406,12621490,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/12621490/1771346514423.jpg,1,webcam,0.35,1,0.0
67175,3066299,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3066299/1770609941610.jpg,1,webcam,0.55,3,0.5
81376,3593624,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3593624/1773445166134.jpg,1,webcam,0.35,1,0.0
68913,11459,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11459/1770861685929.jpg,1,webcam,0.35,1,0.0
105939,38,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/38/1781770574717.jpg,1,webcam,0.4,1,0.0
93986,7688307,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7688307/1774801053649.jpg,1,webcam,0.55,2,0.25
110076,6156909,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6156909/1782916262664.jpg,1,webcam,0.35,2,0.25
90008,160,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1773992012300.jpg,1,webcam,0.45,2,0.25
72333,5006,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5006/1771540849789.jpg,1,webcam,0.25,2,0.25
77429,4328025,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4328025/1772773460547.jpg,1,webcam,0.72,3,0.5
87715,10104,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10104/1773531935262.jpg,1,webcam,0.45,1,0.0
101404,28751492,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28751492/1780974051346.jpg,1,webcam,0.55,4,0.75
111144,28961131,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28961131/1783220459241.jpg,1,webcam,0.35,1,0.0
116019,29080476,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29080476/1784544365122.jpg,1,webcam,0.4,1,0.0
116624,4204207,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4204207/1784718067603.jpg,1,webcam,0.2,1,0.0
88679,15931067,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15931067/1773681339617.jpg,1,webcam,0.0,1,0.0
109967,26018001,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26018001/1782882967971.jpg,1,webcam,0.2,1,0.0
89942,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1773978094074.jpg,1,webcam,0.45,1,0.0
85967,16415016,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16415016/1773507033444.jpg,1,webcam,0.45,1,0.0
96583,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1775358572610.jpg,1,webcam,0.45,1,0.0
88096,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1773547120996.jpg,1,webcam,0.65,3,0.5
111964,27474067,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27474067/1783439164162.jpg,1,webcam,0.35,2,0.25
116582,28886026,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28886026/1784709968003.jpg,1,webcam,0.4,3,0.5
113382,28853651,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28853651/1783844172220.jpg,1,webcam,0.4,3,0.5
85258,15579363,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15579363/1773496052305.jpg,1,webcam,0.35,2,0.25
96301,4738,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4738/1775297253202.jpg,1,webcam,0.45,2,0.25
93785,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1774760672691.jpg,1,webcam,0.72,3,0.5
74439,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1772052468651.jpg,1,webcam,0.35,4,0.75
71095,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1771282670566.jpg,1,webcam,0.45,4,0.75
76043,4738,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4738/1772443909728.jpg,1,webcam,0.45,1,0.0
112018,28796403,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28796403/1783457155577.jpg,1,webcam,0.4,3,0.5
74376,13471472,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/13471472/1772038189148.jpg,1,webcam,0.25,1,0.0
70206,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1771103209716.jpg,1,webcam,0.45,4,0.75
116618,3396272,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3396272/1784717174784.jpg,1,webcam,0.45,3,0.5
82099,14591082,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14591082/1773452907587.jpg,1,webcam,0.45,1,0.0
89820,16430846,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16430846/1773944492647.jpg,1,webcam,0.35,1,0.0
108909,26646371,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26646371/1782599476148.jpg,1,webcam,0.15,1,0.0
109934,26716219,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/26716219/1782873970218.jpg,1,webcam,0.55,3,0.5
119133,2921342,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1785422756122.jpg,1,webcam,0.35,2,0.25
114489,28976962,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28976962/1784148379456.jpg,1,webcam,0.4,3,0.5
92406,160,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/160/1774505672375.jpg,1,webcam,0.45,2,0.25
113548,10119902,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10119902/1783891887875.jpg,1,webcam,0.55,4,0.75
109705,14445531,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/14445531/1782810081029.jpg,1,webcam,0.4,1,0.0
88923,2994347,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2994347/1773737552093.jpg,1,webcam,0.45,1,0.0
70822,11742298,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/11742298/1771230109114.jpg,1,webcam,0.65,2,0.25
107316,28282755,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28282755/1782152163362.jpg,1,webcam,0.4,3,0.5
118235,29052327,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29052327/1785181579623.jpg,1,webcam,0.45,3,0.5
109595,28871581,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28871581/1782784915051.jpg,1,webcam,0.55,4,0.75
94495,17927756,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17927756/1774897414238.jpg,1,webcam,0.45,2,0.25
72690,5006,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5006/1771627129822.jpg,1,webcam,0.0,1,0.0
112868,3508582,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3508582/1783709166819.jpg,1,webcam,0.2,1,0.0
69494,6148965,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/6148965/1770964988225.jpg,1,webcam,0.35,1,0.0
81678,4307047,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4307047/1773448293013.jpg,1,webcam,0.55,2,0.25
92407,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1774505672979.jpg,1,webcam,0.35,2,0.25
79795,16102828,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/16102828/1773340891663.jpg,1,webcam,0.35,1,0.0
66806,5179908,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5179908/1770400066695.jpg,1,webcam,0.72,3,0.5
108728,28898028,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28898028/1782545468886.jpg,1,webcam,0.65,4,0.75
111794,28926539,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28926539/1783392370983.jpg,1,webcam,0.35,3,0.5
83039,5425336,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/5425336/1773464545541.jpg,1,webcam,0.45,1,0.0
97319,15293,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/15293/1775531672450.jpg,1,webcam,0.45,3,0.5
85211,7439776,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7439776/1773495333618.jpg,1,webcam,0.65,4,0.75
118731,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1785312124949.jpg,1,webcam,0.6,4,0.75
114867,29007371,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/29007371/1784236585397.jpg,1,webcam,0.65,4,0.75
76211,7661213,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7661213/1772488609195.jpg,1,webcam,0.45,2,0.25
95304,17927756,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/17927756/1775068412360.jpg,1,webcam,0.45,2,0.25
101294,3566147,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3566147/1780947038623.jpg,1,webcam,0.5,4,0.75
114371,38,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/38/1784106973424.jpg,1,webcam,0.35,3,0.5
106918,8234400,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/8234400/1782035170254.jpg,1,webcam,0.4,5,1.0
106050,27474067,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/27474067/1781799358850.jpg,1,webcam,0.45,2,0.25
91148,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1774246171975.jpg,1,webcam,0.35,2,0.25
77059,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1772687209101.jpg,1,webcam,0.35,2,0.25
72772,312,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/312/1771644889257.jpg,1,webcam,0.55,3,0.5
104887,28782057,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28782057/1781473564030.jpg,1,webcam,0.25,3,0.5
87764,2964613,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2964613/1773532476454.jpg,1,webcam,0.35,4,0.75
118217,2921342,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/2921342/1785173458502.jpg,1,webcam,0.55,4,0.75
116452,4204207,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/4204207/1784664964465.jpg,1,webcam,0.4,4,0.75
109317,28916597,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/28916597/1782708361421.jpg,1,webcam,0.55,4,0.75
95291,7437608,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/7437608/1775066672173.jpg,1,webcam,0.45,5,1.0
66802,10303154,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/10303154/1770398436239.jpg,1,webcam,0.55,5,1.0
66482,3092,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/3092/1764618882283.jpg,1,webcam,0.45,4,0.75
114366,38,https://storage.googleapis.com/sunrisesunset-32a25.firebasestorage.app/snapshots/38/1784105170988.jpg,1,webcam,0.35,3,0.5
